,School District Code,LABEL_LVL_1_DESC,PROGRAM_TOTAL,PROGRAM_PERCENT,TOTAL_COUNT
3172,644,Grad Rate -Students Without Disability,251.0,63.1,398.0
3173,644,Grad Rate -ALL Students,160.0,71.43,224.0
3174,644,Grad Rate -Black,148.0,71.15,208.0
3175,644,Grad Rate -Economically Disadvantaged,160.0,72.07,222.0
3176,644,Grad Rate -Female,92.0,82.88,111.0
3177,644,Grad Rate -Male,68.0,60.18,113.0
3178,644,Grad Rate -Students With Disability,14.0,37.84,37.0
3179,644,Grad Rate -Students Without Disability,146.0,78.1,187.0
3180,644,Grad Rate -ALL Students,317.0,76.94,412.0
3181,644,Grad Rate -Asian/Pacific Islander,45.0,90.0,50.0
3182,644,Grad Rate -Black,105.0,90.52,116.0
3183,644,Grad Rate -Economically Disadvantaged,99.0,62.26,159.0
3184,644,Grad Rate -Female,169.0,87.56,193.0
3185,644,Grad Rate -Hispanic,54.0,44.26,122.0
3186,644,Grad Rate -Limited English Proficient,19.0,27.54,69.0
3187,644,Grad Rate -Male,148.0,67.58,219.0
3188,644,Grad Rate -Multi-Racial,12.0,92.31,13.0
3189,644,Grad Rate -Not Economically Disadvantaged,218.0,86.2,253.0
3190,644,Grad Rate -Students With Disability,14.0,46.67,30.0
3191,644,Grad Rate -Students Without Disability,303.0,79.3,382.0
3192,644,Grad Rate -White,99.0,91.67,108.0
3193,644,Grad Rate -ALL Students,396.0,88.99,445.0
3194,644,Grad Rate -Asian/Pacific Islander,24.0,92.31,26.0
3195,644,Grad Rate -Black,69.0,92.0,75.0
3196,644,Grad Rate -Economically Disadvantaged,82.0,71.93,114.0
3197,644,Grad Rate -Female,211.0,93.78,225.0
3198,644,Grad Rate -Hispanic,81.0,71.68,113.0
3199,644,Grad Rate -Limited English Proficient,33.0,62.26,53.0
3200,644,Grad Rate -Male,185.0,84.09,220.0
3201,644,Grad Rate -Not Economically Disadvantaged,314.0,94.9,331.0
3202,644,Grad Rate -Students With Disability,23.0,71.88,32.0
3203,644,Grad Rate -Students Without Disability,373.0,90.3,413.0
3204,644,Grad Rate -White,214.0,96.83,221.0
3205,644,Grad Rate -ALL Students,267.0,84.23,317.0
3206,644,Grad Rate -Black,255.0,85.0,300.0
3207,644,Grad Rate -Economically Disadvantaged,180.0,81.82,220.0
3208,644,Grad Rate -Female,151.0,92.64,163.0
3209,644,Grad Rate -Male,116.0,75.32,154.0
3210,644,Grad Rate -Not Economically Disadvantaged,87.0,89.7,97.0
3211,644,Grad Rate -Students With Disability,12.0,40.0,30.0
3212,644,Grad Rate -Students Without Disability,255.0,88.9,287.0
3213,645,Grad Rate -ALL Students,187.0,97.4,192.0
3214,645,Grad Rate -Black,76.0,98.7,77.0
3215,645,Grad Rate -Economically Disadvantaged,125.0,96.15,130.0
3216,645,Grad Rate -Female,98.0,98.0,100.0
3217,645,Grad Rate -Male,89.0,96.74,92.0
3218,645,Grad Rate -Not Economically Disadvantaged,62.0,100.0,62.0
3219,645,Grad Rate -Students With Disability,28.0,90.32,31.0
3220,645,Grad Rate -Students Without Disability,159.0,98.8,161.0
3221,645,Grad Rate -White,101.0,98.06,103.0
3222,645,Grad Rate -ALL Students,12.0,42.86,28.0
3223,645,Grad Rate -Economically Disadvantaged,11.0,45.83,24.0
3224,646,Grad Rate -ALL Students,79.0,84.04,94.0
3225,646,Grad Rate -Black,68.0,89.47,76.0
3226,646,Grad Rate -Economically Disadvantaged,79.0,84.04,94.0
3227,646,Grad Rate -Female,44.0,86.27,51.0
3228,646,Grad Rate -Male,35.0,81.4,43.0
3229,646,Grad Rate -Students With Disability,11.0,91.67,12.0
3230,646,Grad Rate -Students Without Disability,68.0,82.9,82.0
3231,647,Grad Rate -ALL Students,250.0,86.21,290.0
3232,647,Grad Rate -Black,244.0,86.22,283.0
3233,647,Grad Rate -Economically Disadvantaged,250.0,86.21,290.0
3234,647,Grad Rate -Female,130.0,87.84,148.0
3235,647,Grad Rate -Homeless,12.0,75.0,16.0
3236,647,Grad Rate -Male,120.0,84.51,142.0
3237,647,Grad Rate -Students With Disability,20.0,62.5,32.0
3238,647,Grad Rate -Students Without Disability,230.0,89.1,258.0
3239,647,Grad Rate -ALL Students,247.0,85.47,289.0
3240,647,Grad Rate -Black,229.0,87.07,263.0
3241,647,Grad Rate -Economically Disadvantaged,247.0,85.47,289.0
3242,647,Grad Rate -Female,152.0,92.12,165.0
3243,647,Grad Rate -Male,95.0,76.61,124.0
3244,647,Grad Rate -Students With Disability,23.0,71.88,32.0
3245,647,Grad Rate -Students Without Disability,224.0,87.2,257.0
3246,647,Grad Rate -ALL Students,332.0,88.77,374.0
3247,647,Grad Rate -Black,293.0,89.6,327.0
3248,647,Grad Rate -Economically Disadvantaged,332.0,88.77,374.0
3249,647,Grad Rate -Female,170.0,89.95,189.0
3250,647,Grad Rate -Male,162.0,87.57,185.0
3251,647,Grad Rate -Students With Disability,14.0,70.0,20.0
3252,647,Grad Rate -Students Without Disability,318.0,89.8,354.0
3253,647,Grad Rate -White,23.0,76.67,30.0
3254,648,Grad Rate -ALL Students,350.0,92.59,378.0
3255,648,Grad Rate -Black,196.0,92.89,211.0
3256,648,Grad Rate -Economically Disadvantaged,128.0,92.75,138.0
3257,648,Grad Rate -Female,183.0,95.81,191.0
3258,648,Grad Rate -Hispanic,34.0,94.44,36.0
3259,648,Grad Rate -Male,167.0,89.3,187.0
3260,648,Grad Rate -Multi-Racial,17.0,89.47,19.0
3261,648,Grad Rate -Not Economically Disadvantaged,222.0,92.5,240.0
3262,648,Grad Rate -Students With Disability,33.0,84.62,39.0
3263,648,Grad Rate -Students Without Disability,317.0,93.5,339.0
3264,648,Grad Rate -White,99.0,91.67,108.0
3265,648,Grad Rate -ALL Students,337.0,82.2,410.0
3266,648,Grad Rate -Black,170.0,80.57,211.0
3267,648,Grad Rate -Economically Disadvantaged,227.0,89.02,255.0
3268,648,Grad Rate -Female,164.0,84.97,193.0
3269,648,Grad Rate -Hispanic,95.0,80.51,118.0
3270,648,Grad Rate -Limited English Proficient,23.0,67.65,34.0
3271,648,Grad Rate -Male,173.0,79.72,217.0
3272,648,Grad Rate -Not Economically Disadvantaged,110.0,71.0,155.0
3273,648,Grad Rate -Students With Disability,42.0,73.68,57.0
3274,648,Grad Rate -Students Without Disability,295.0,83.6,353.0
3275,648,Grad Rate -White,59.0,89.39,66.0
3276,648,Grad Rate -ALL Students,388.0,92.82,418.0
3277,648,Grad Rate -Black,107.0,95.54,112.0
3278,648,Grad Rate -Economically Disadvantaged,132.0,93.62,141.0
3279,648,Grad Rate -Female,187.0,94.92,197.0
3280,648,Grad Rate -Hispanic,34.0,82.93,41.0
3281,648,Grad Rate -Male,201.0,90.95,221.0
3282,648,Grad Rate -Multi-Racial,22.0,91.67,24.0
3283,648,Grad Rate -Not Economically Disadvantaged,256.0,92.4,277.0
3284,648,Grad Rate -Students With Disability,34.0,87.18,39.0
3285,648,Grad Rate -Students Without Disability,354.0,93.4,379.0
3286,648,Grad Rate -White,222.0,94.07,236.0
3287,648,Grad Rate -ALL Students,389.0,87.02,447.0
3288,648,Grad Rate -Black,309.0,87.78,352.0
3289,648,Grad Rate -Economically Disadvantaged,213.0,89.87,237.0
3290,648,Grad Rate -Female,194.0,96.04,202.0
3291,648,Grad Rate -Hispanic,36.0,94.74,38.0
3292,648,Grad Rate -Homeless,17.0,89.47,19.0
3293,648,Grad Rate -Limited English Proficient,12.0,92.31,13.0
3294,648,Grad Rate -Male,195.0,79.59,245.0
3295,648,Grad Rate -Multi-Racial,15.0,78.95,19.0
3296,648,Grad Rate -Not Economically Disadvantaged,176.0,83.8,210.0
3297,648,Grad Rate -Students With Disability,57.0,79.17,72.0
3298,648,Grad Rate -Students Without Disability,332.0,88.5,375.0
3299,648,Grad Rate -White,26.0,76.47,34.0
3300,648,Grad Rate -ALL Students,417.0,83.9,497.0
3301,648,Grad Rate -Black,256.0,85.62,299.0
3302,648,Grad Rate -Economically Disadvantaged,249.0,83.84,297.0
3303,648,Grad Rate -Female,224.0,90.32,248.0
3304,648,Grad Rate -Hispanic,50.0,74.63,67.0
3305,648,Grad Rate -Homeless,16.0,66.67,24.0
3306,648,Grad Rate -Limited English Proficient,11.0,61.11,18.0
3307,648,Grad Rate -Male,193.0,77.51,249.0
3308,648,Grad Rate -Multi-Racial,21.0,91.3,23.0
3309,648,Grad Rate -Not Economically Disadvantaged,168.0,84.0,200.0
3310,648,Grad Rate -Students With Disability,31.0,57.41,54.0
3311,648,Grad Rate -Students Without Disability,386.0,87.1,443.0
3312,648,Grad Rate -White,78.0,81.25,96.0
3313,649,Grad Rate -ALL Students,124.0,84.93,146.0
3314,649,Grad Rate -Black,79.0,84.95,93.0
3315,649,Grad Rate -Economically Disadvantaged,124.0,84.93,146.0
3316,649,Grad Rate -Female,61.0,87.14,70.0
3317,649,Grad Rate -Male,63.0,82.89,76.0
3318,649,Grad Rate -Students With Disability,13.0,65.0,20.0
3319,649,Grad Rate -Students Without Disability,111.0,88.1,126.0
3320,649,Grad Rate -White,37.0,90.24,41.0
3321,650,Grad Rate -ALL Students,62.0,100.0,62.0
3322,650,Grad Rate -Economically Disadvantaged,62.0,100.0,62.0
3323,650,Grad Rate -Female,33.0,100.0,33.0
3324,650,Grad Rate -Hispanic,26.0,100.0,26.0
3325,650,Grad Rate -Male,29.0,100.0,29.0
3326,650,Grad Rate -Students Without Disability,56.0,100.0,56.0
3327,650,Grad Rate -White,34.0,100.0,34.0
3328,651,Grad Rate -ALL Students,395.0,91.22,433.0
3329,651,Grad Rate -Active Duty,26.0,100.0,26.0
3330,651,Grad Rate -Black,41.0,93.18,44.0
3331,651,Grad Rate -Economically Disadvantaged,109.0,85.16,128.0
3332,651,Grad Rate -Female,199.0,94.31,211.0
3333,651,Grad Rate -Hispanic,19.0,86.36,22.0
3334,651,Grad Rate -Male,196.0,88.29,222.0
3335,651,Grad Rate -Multi-Racial,12.0,85.71,14.0
3336,651,Grad Rate -Not Economically Disadvantaged,286.0,93.8,305.0
3337,651,Grad Rate -Students With Disability,41.0,75.93,54.0
3338,651,Grad Rate -Students Without Disability,354.0,93.4,379.0
3339,651,Grad Rate -White,319.0,91.4,349.0
3340,651,Grad Rate -ALL Students,413.0,89.78,460.0
3341,651,Grad Rate -Active Duty,16.0,100.0,16.0
3342,651,Grad Rate -Black,83.0,89.25,93.0
3343,651,Grad Rate -Economically Disadvantaged,157.0,83.51,188.0
3344,651,Grad Rate -Female,220.0,92.44,238.0
3345,651,Grad Rate -Hispanic,30.0,88.24,34.0
3346,651,Grad Rate -Homeless,10.0,76.92,13.0
3347,651,Grad Rate -Male,193.0,86.94,222.0
3348,651,Grad Rate -Multi-Racial,16.0,80.0,20.0
3349,651,Grad Rate -Not Economically Disadvantaged,256.0,94.1,272.0
3350,651,Grad Rate -Students With Disability,50.0,78.13,64.0
3351,651,Grad Rate -Students Without Disability,363.0,91.7,396.0
3352,651,Grad Rate -White,284.0,90.73,313.0
3353,652,Grad Rate -ALL Students,162.0,90.5,179.0
3354,652,Grad Rate -Black,56.0,88.89,63.0
3355,652,Grad Rate -Economically Disadvantaged,94.0,92.16,102.0
3356,652,Grad Rate -Female,92.0,94.85,97.0
3357,652,Grad Rate -Hispanic,21.0,91.3,23.0
3358,652,Grad Rate -Male,70.0,85.37,82.0
3359,652,Grad Rate -Not Economically Disadvantaged,68.0,88.3,77.0
3360,652,Grad Rate -Students With Disability,14.0,73.68,19.0
3361,652,Grad Rate -Students Without Disability,148.0,92.5,160.0
3362,652,Grad Rate -White,81.0,93.1,87.0
3363,653,Grad Rate -ALL Students,130.0,79.27,164.0
3364,653,Grad Rate -Black,64.0,81.01,79.0
3365,653,Grad Rate -Economically Disadvantaged,130.0,79.27,164.0
3366,653,Grad Rate -Female,66.0,86.84,76.0
3367,653,Grad Rate -Hispanic,11.0,78.57,14.0
3368,653,Grad Rate -Male,64.0,72.73,88.0
3369,653,Grad Rate -Students With Disability,16.0,57.14,28.0
3370,653,Grad Rate -Students Without Disability,114.0,83.8,136.0
3371,653,Grad Rate -White,53.0,79.1,67.0
3372,653,Grad Rate -ALL Students,88.0,90.72,97.0
3373,653,Grad Rate -Black,26.0,92.86,28.0
3374,653,Grad Rate -Economically Disadvantaged,88.0,90.72,97.0
3375,653,Grad Rate -Female,48.0,96.0,50.0
3376,653,Grad Rate -Male,40.0,85.11,47.0
3377,653,Grad Rate -Students Without Disability,81.0,92.0,88.0
3378,653,Grad Rate -White,56.0,88.89,63.0
3379,654,Grad Rate -ALL Students,95.0,89.62,106.0
3380,654,Grad Rate -Black,31.0,88.57,35.0
3381,654,Grad Rate -Economically Disadvantaged,95.0,89.62,106.0
3382,654,Grad Rate -Female,47.0,90.38,52.0
3383,654,Grad Rate -Hispanic,23.0,82.14,28.0
3384,654,Grad Rate -Male,48.0,88.89,54.0
3385,654,Grad Rate -Students With Disability,12.0,92.31,13.0
3386,654,Grad Rate -Students Without Disability,83.0,89.2,93.0
3387,654,Grad Rate -White,38.0,95.0,40.0
3388,655,Grad Rate -ALL Students,185.0,93.91,197.0
3389,655,Grad Rate -Economically Disadvantaged,92.0,92.0,100.0
3390,655,Grad Rate -Female,97.0,96.04,101.0
3391,655,Grad Rate -Homeless,23.0,85.19,27.0
3392,655,Grad Rate -Male,88.0,91.67,96.0
3393,655,Grad Rate -Multi-Racial,11.0,100.0,11.0
3394,655,Grad Rate -Not Economically Disadvantaged,93.0,95.9,97.0
3395,655,Grad Rate -Students With Disability,21.0,91.3,23.0
3396,655,Grad Rate -Students Without Disability,164.0,94.3,174.0
3397,655,Grad Rate -White,164.0,94.8,173.0
3398,656,Grad Rate -ALL Students,322.0,93.6,344.0
3399,656,Grad Rate -Asian/Pacific Islander,13.0,92.86,14.0
3400,656,Grad Rate -Black,62.0,89.86,69.0
3401,656,Grad Rate -Economically Disadvantaged,42.0,82.35,51.0
3402,656,Grad Rate -Female,164.0,94.25,174.0
3403,656,Grad Rate -Hispanic,25.0,92.59,27.0
3404,656,Grad Rate -Male,158.0,92.94,170.0
3405,656,Grad Rate -Multi-Racial,25.0,92.59,27.0
3406,656,Grad Rate -Not Economically Disadvantaged,280.0,95.6,293.0
3407,656,Grad Rate -Students With Disability,24.0,75.0,32.0
3408,656,Grad Rate -Students Without Disability,298.0,95.5,312.0
3409,656,Grad Rate -White,197.0,95.17,207.0
3410,656,Grad Rate -ALL Students,387.0,93.93,412.0
3411,656,Grad Rate -Asian/Pacific Islander,52.0,94.55,55.0
3412,656,Grad Rate -Black,33.0,91.67,36.0
3413,656,Grad Rate -Economically Disadvantaged,36.0,80.0,45.0
3414,656,Grad Rate -Female,193.0,96.5,200.0
3415,656,Grad Rate -Hispanic,30.0,81.08,37.0
3416,656,Grad Rate -Male,194.0,91.51,212.0
3417,656,Grad Rate -Multi-Racial,21.0,100.0,21.0
3418,656,Grad Rate -Not Economically Disadvantaged,351.0,95.6,367.0
3419,656,Grad Rate -Students With Disability,13.0,65.0,20.0
3420,656,Grad Rate -Students Without Disability,374.0,95.4,392.0
3421,656,Grad Rate -White,249.0,95.4,261.0
3422,656,Grad Rate -ALL Students,265.0,84.66,313.0
3423,656,Grad Rate -Asian/Pacific Islander,10.0,76.92,13.0
3424,656,Grad Rate -Black,167.0,89.78,186.0
3425,656,Grad Rate -Economically Disadvantaged,83.0,70.94,117.0
3426,656,Grad Rate -Female,142.0,93.42,152.0
3427,656,Grad Rate -Hispanic,32.0,76.19,42.0
3428,656,Grad Rate -Male,123.0,76.4,161.0
3429,656,Grad Rate -Multi-Racial,15.0,88.24,17.0
3430,656,Grad Rate -Not Economically Disadvantaged,182.0,92.9,196.0
3431,656,Grad Rate -Students With Disability,19.0,52.78,36.0
3432,656,Grad Rate -Students Without Disability,246.0,88.8,277.0
3433,656,Grad Rate -White,41.0,75.93,54.0
3434,656,Grad Rate -ALL Students,334.0,93.82,356.0
3435,656,Grad Rate -Active Duty,11.0,100.0,11.0
3436,656,Grad Rate -Asian/Pacific Islander,14.0,73.68,19.0
3437,656,Grad Rate -Black,29.0,80.56,36.0
3438,656,Grad Rate -Economically Disadvantaged,19.0,73.08,26.0
3439,656,Grad Rate -Female,171.0,97.16,176.0
3440,656,Grad Rate -Hispanic,18.0,100.0,18.0
3441,656,Grad Rate -Male,163.0,90.56,180.0
3442,656,Grad Rate -Multi-Racial,16.0,100.0,16.0
3443,656,Grad Rate -Not Economically Disadvantaged,315.0,95.5,330.0
3444,656,Grad Rate -Students With Disability,19.0,63.33,30.0
3445,656,Grad Rate -Students Without Disability,315.0,96.6,326.0
3446,656,Grad Rate -White,257.0,96.25,267.0
3447,656,Grad Rate -ALL Students,320.0,84.43,379.0
3448,656,Grad Rate -Asian/Pacific Islander,22.0,88.0,25.0
3449,656,Grad Rate -Black,185.0,87.68,211.0
3450,656,Grad Rate -Economically Disadvantaged,124.0,77.5,160.0
3451,656,Grad Rate -Female,177.0,91.71,193.0
3452,656,Grad Rate -Hispanic,31.0,64.58,48.0
3453,656,Grad Rate -Limited English Proficient,10.0,55.56,18.0
3454,656,Grad Rate -Male,143.0,76.88,186.0
3455,656,Grad Rate -Multi-Racial,18.0,94.74,19.0
3456,656,Grad Rate -Not Economically Disadvantaged,196.0,89.5,219.0
3457,656,Grad Rate -Students With Disability,25.0,62.5,40.0
3458,656,Grad Rate -Students Without Disability,295.0,87.0,339.0
3459,656,Grad Rate -White,62.0,83.78,74.0
3460,657,Grad Rate -ALL Students,185.0,95.36,194.0
3461,657,Grad Rate -Black,11.0,91.67,12.0
3462,657,Grad Rate -Economically Disadvantaged,185.0,95.36,194.0
3463,657,Grad Rate -Female,92.0,96.84,95.0
3464,657,Grad Rate -Hispanic,24.0,100.0,24.0
3465,657,Grad Rate -Homeless,17.0,85.0,20.0
3466,657,Grad Rate -Male,93.0,93.94,99.0
3467,657,Grad Rate -Students With Disability,31.0,86.11,36.0
3468,657,Grad Rate -Students Without Disability,154.0,97.5,158.0
3469,657,Grad Rate -White,141.0,94.63,149.0
3470,657,Grad Rate -ALL Students,126.0,92.65,136.0
3471,657,Grad Rate -Black,11.0,84.62,13.0
3472,657,Grad Rate -Economically Disadvantaged,126.0,92.65,136.0
3473,657,Grad Rate -Female,65.0,92.86,70.0
3474,657,Grad Rate -Male,61.0,92.42,66.0
3475,657,Grad Rate -Students With Disability,17.0,70.83,24.0
3476,657,Grad Rate -Students Without Disability,109.0,97.3,112.0
3477,657,Grad Rate -White,104.0,92.86,112.0
3478,657,Grad Rate -ALL Students,112.0,95.73,117.0
3479,657,Grad Rate -Economically Disadvantaged,112.0,95.73,117.0
3480,657,Grad Rate -Female,54.0,96.43,56.0
3481,657,Grad Rate -Male,58.0,95.08,61.0
3482,657,Grad Rate -Students Without Disability,105.0,98.1,107.0
3483,657,Grad Rate -White,106.0,97.25,109.0
3484,657,Grad Rate -ALL Students,173.0,90.1,192.0
3485,657,Grad Rate -Black,17.0,94.44,18.0
3486,657,Grad Rate -Economically Disadvantaged,173.0,90.1,192.0
3487,657,Grad Rate -Female,97.0,88.99,109.0
3488,657,Grad Rate -Hispanic,37.0,86.05,43.0
3489,657,Grad Rate -Male,76.0,91.57,83.0
3490,657,Grad Rate -Students With Disability,11.0,68.75,16.0
3491,657,Grad Rate -Students Without Disability,162.0,92.0,176.0
3492,657,Grad Rate -White,109.0,90.08,121.0
3493,658,Grad Rate -ALL Students,591.0,93.81,630.0
3494,658,Grad Rate -Asian/Pacific Islander,22.0,95.65,23.0
3495,658,Grad Rate -Black,16.0,94.12,17.0
3496,658,Grad Rate -Economically Disadvantaged,48.0,77.42,62.0
3497,658,Grad Rate -Female,302.0,94.67,319.0
3498,658,Grad Rate -Hispanic,86.0,91.49,94.0
3499,658,Grad Rate -Limited English Proficient,12.0,75.0,16.0
3500,658,Grad Rate -Male,289.0,92.93,311.0
3501,658,Grad Rate -Multi-Racial,12.0,85.71,14.0
3502,658,Grad Rate -Not Economically Disadvantaged,543.0,95.6,568.0
3503,658,Grad Rate -Students With Disability,43.0,74.14,58.0
3504,658,Grad Rate -Students Without Disability,548.0,95.8,572.0
3505,658,Grad Rate -White,451.0,94.35,478.0
3506,658,Grad Rate -ALL Students,840.0,97.9,858.0
3507,658,Grad Rate -Asian/Pacific Islander,154.0,98.09,157.0
3508,658,Grad Rate -Black,36.0,92.31,39.0
3509,658,Grad Rate -Economically Disadvantaged,71.0,98.61,72.0
3510,658,Grad Rate -Female,463.0,98.93,468.0
3511,658,Grad Rate -Hispanic,75.0,96.15,78.0
3512,658,Grad Rate -Homeless,10.0,100.0,10.0
3513,658,Grad Rate -Limited English Proficient,26.0,89.66,29.0
3514,658,Grad Rate -Male,377.0,96.67,390.0
3515,658,Grad Rate -Multi-Racial,29.0,100.0,29.0
3516,658,Grad Rate -Not Economically Disadvantaged,769.0,97.8,786.0
3517,658,Grad Rate -Students With Disability,65.0,89.04,73.0
3518,658,Grad Rate -Students Without Disability,775.0,98.7,785.0
3519,658,Grad Rate -White,544.0,98.37,553.0
3520,658,Grad Rate -ALL Students,553.0,90.07,614.0
3521,658,Grad Rate -Asian/Pacific Islander,15.0,100.0,15.0
3522,658,Grad Rate -Black,10.0,90.91,11.0
3523,658,Grad Rate -Economically Disadvantaged,77.0,73.33,105.0
3524,658,Grad Rate -Female,283.0,93.4,303.0
3525,658,Grad Rate -Hispanic,78.0,87.64,89.0
3526,658,Grad Rate -Homeless,16.0,66.67,24.0
3527,658,Grad Rate -Male,270.0,86.82,311.0
3528,658,Grad Rate -Multi-Racial,18.0,94.74,19.0
3529,658,Grad Rate -Not Economically Disadvantaged,476.0,93.5,509.0
3530,658,Grad Rate -Students With Disability,46.0,65.71,70.0
3531,658,Grad Rate -Students Without Disability,507.0,93.2,544.0
3532,658,Grad Rate -White,430.0,90.15,477.0
3533,658,Grad Rate -ALL Students,789.0,97.65,808.0
3534,658,Grad Rate -Asian/Pacific Islander,189.0,98.95,191.0
3535,658,Grad Rate -Black,26.0,86.67,30.0
3536,658,Grad Rate -Economically Disadvantaged,28.0,90.32,31.0
3537,658,Grad Rate -Female,417.0,98.12,425.0
3538,658,Grad Rate -Hispanic,32.0,88.89,36.0
3539,658,Grad Rate -Limited English Proficient,14.0,100.0,14.0
3540,658,Grad Rate -Male,372.0,97.13,383.0
3541,658,Grad Rate -Multi-Racial,19.0,100.0,19.0
3542,658,Grad Rate -Not Economically Disadvantaged,761.0,97.9,777.0
3543,658,Grad Rate -Students With Disability,47.0,85.45,55.0
3544,658,Grad Rate -Students Without Disability,742.0,98.5,753.0
3545,658,Grad Rate -White,521.0,98.3,530.0
3546,658,Grad Rate -ALL Students,19.0,90.48,21.0
3547,658,Grad Rate -Female,12.0,100.0,12.0
3548,658,Grad Rate -Not Economically Disadvantaged,17.0,100.0,17.0
3549,658,Grad Rate -Students Without Disability,18.0,90.0,20.0
3550,658,Grad Rate -White,18.0,94.74,19.0
3551,658,Grad Rate -ALL Students,580.0,92.5,627.0
3552,658,Grad Rate -Asian/Pacific Islander,30.0,100.0,30.0
3553,658,Grad Rate -Black,18.0,85.71,21.0
3554,658,Grad Rate -Economically Disadvantaged,139.0,85.8,162.0
3555,658,Grad Rate -Female,292.0,94.5,309.0
3556,658,Grad Rate -Hispanic,141.0,87.58,161.0
3557,658,Grad Rate -Homeless,15.0,55.56,27.0
3558,658,Grad Rate -Limited English Proficient,40.0,78.43,51.0
3559,658,Grad Rate -Male,288.0,90.57,318.0
3560,658,Grad Rate -Multi-Racial,20.0,95.24,21.0
3561,658,Grad Rate -Not Economically Disadvantaged,441.0,94.8,465.0
3562,658,Grad Rate -Students With Disability,49.0,89.09,55.0
3563,658,Grad Rate -Students Without Disability,531.0,92.8,572.0
3564,658,Grad Rate -White,370.0,94.15,393.0
3565,659,Grad Rate -ALL Students,235.0,90.73,259.0
3566,659,Grad Rate -Black,14.0,82.35,17.0
3567,659,Grad Rate -Economically Disadvantaged,74.0,83.15,89.0
3568,659,Grad Rate -Female,115.0,95.04,121.0
3569,659,Grad Rate -Hispanic,19.0,100.0,19.0
3570,659,Grad Rate -Male,120.0,86.96,138.0
3571,659,Grad Rate -Not Economically Disadvantaged,161.0,94.7,170.0
3572,659,Grad Rate -Students With Disability,22.0,64.71,34.0
3573,659,Grad Rate -Students Without Disability,213.0,94.7,225.0
3574,659,Grad Rate -White,197.0,90.78,217.0
3575,660,Grad Rate -ALL Students,583.0,95.42,611.0
3576,660,Grad Rate -Asian/Pacific Islander,65.0,95.59,68.0
3577,660,Grad Rate -Black,65.0,89.04,73.0
3578,660,Grad Rate -Economically Disadvantaged,51.0,79.69,64.0
3579,660,Grad Rate -Female,299.0,96.45,310.0
3580,660,Grad Rate -Hispanic,56.0,86.15,65.0
3581,660,Grad Rate -Limited English Proficient,17.0,73.91,23.0
3582,660,Grad Rate -Male,284.0,94.35,301.0
3583,660,Grad Rate -Multi-Racial,25.0,100.0,25.0
3584,660,Grad Rate -Not Economically Disadvantaged,532.0,97.3,547.0
3585,660,Grad Rate -Students With Disability,38.0,76.0,50.0
3586,660,Grad Rate -Students Without Disability,545.0,97.1,561.0
3587,660,Grad Rate -White,372.0,97.89,380.0
3588,660,Grad Rate -ALL Students,130.0,92.2,141.0
3589,660,Grad Rate -Black,121.0,93.08,130.0
3590,660,Grad Rate -Economically Disadvantaged,130.0,92.2,141.0
3591,660,Grad Rate -Female,63.0,94.03,67.0
3592,660,Grad Rate -Male,67.0,90.54,74.0
3593,660,Grad Rate -Students With Disability,19.0,95.0,20.0
3594,660,Grad Rate -Students Without Disability,111.0,91.7,121.0
3595,660,Grad Rate -ALL Students,481.0,97.57,493.0
3596,660,Grad Rate -Asian/Pacific Islander,46.0,95.83,48.0
3597,660,Grad Rate -Black,41.0,93.18,44.0
3598,660,Grad Rate -Economically Disadvantaged,28.0,90.32,31.0
3599,660,Grad Rate -Female,238.0,97.54,244.0
3600,660,Grad Rate -Hispanic,43.0,100.0,43.0
3601,660,Grad Rate -Male,243.0,97.59,249.0
3602,660,Grad Rate -Multi-Racial,14.0,100.0,14.0
3603,660,Grad Rate -Not Economically Disadvantaged,453.0,98.1,462.0
3604,660,Grad Rate -Students With Disability,23.0,79.31,29.0
3605,660,Grad Rate -Students Without Disability,458.0,98.7,464.0
3606,660,Grad Rate -White,336.0,97.96,343.0
3607,660,Grad Rate -ALL Students,312.0,81.68,382.0
3608,660,Grad Rate -Black,298.0,82.09,363.0
3609,660,Grad Rate -Economically Disadvantaged,312.0,81.68,382.0
3610,660,Grad Rate -Female,178.0,87.68,203.0
3611,660,Grad Rate -Hispanic,12.0,80.0,15.0
3612,660,Grad Rate -Homeless,27.0,72.97,37.0
3613,660,Grad Rate -Male,134.0,74.86,179.0
3614,660,Grad Rate -Students With Disability,36.0,62.07,58.0
3615,660,Grad Rate -Students Without Disability,276.0,85.2,324.0
3616,660,Grad Rate -ALL Students,475.0,90.82,523.0
3617,660,Grad Rate -Asian/Pacific Islander,29.0,93.55,31.0
3618,660,Grad Rate -Black,63.0,95.45,66.0
3619,660,Grad Rate -Economically Disadvantaged,80.0,72.73,110.0
3620,660,Grad Rate -Female,239.0,97.15,246.0
3621,660,Grad Rate -Hispanic,96.0,76.8,125.0
3622,660,Grad Rate -Limited English Proficient,24.0,53.33,45.0
3623,660,Grad Rate -Male,236.0,85.2,277.0
3624,660,Grad Rate -Not Economically Disadvantaged,395.0,95.6,413.0
3625,660,Grad Rate -Students With Disability,30.0,63.83,47.0
3626,660,Grad Rate -Students Without Disability,445.0,93.5,476.0
3627,660,Grad Rate -White,280.0,95.56,293.0
3628,660,Grad Rate -ALL Students,409.0,92.33,443.0
3629,660,Grad Rate -Asian/Pacific Islander,18.0,94.74,19.0
